,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,crs_arr_time,dup,crs_elapsed_time,flights,distance
6267,2020-01-12,WN,WN,WN,4593,WN,N446WN,4593,13244,MEM,"Memphis, TN",10821,BWI,"Baltimore, MD",1425,1725,N,120,1,787
6268,2020-01-10,AA,AA,AA,152,AA,N301NW,152,11298,DFW,"Dallas/Fort Worth, TX",14771,SFO,"San Francisco, CA",655,850,N,235,1,1464
6269,2020-01-06,AA,AA_CODESHARE,AA,5740,YV,N906FJ,5740,11298,DFW,"Dallas/Fort Worth, TX",13244,MEM,"Memphis, TN",840,1010,N,90,1,431
6270,2020-01-19,WN,WN,WN,2536,WN,N795SW,2536,13891,ONT,"Ontario, CA",14893,SMF,"Sacramento, CA",1910,2035,N,85,1,390
6271,2020-01-03,UA,UA,UA,2425,UA,N26232,2425,13204,MCO,"Orlando, FL",12266,IAH,"Houston, TX",1543,1723,N,160,1,854
6272,2020-01-04,DL,DL,DL,1671,DL,N124DU,1671,12266,IAH,"Houston, TX",12953,LGA,"New York, NY",1255,1713,N,198,1,1416
6273,2020-01-21,AS,AS_CODESHARE,AS,3445,OO,N185SY,3445,14869,SLC,"Salt Lake City, UT",14771,SFO,"San Francisco, CA",710,818,N,128,1,599
6274,2020-01-01,DL,DL,DL,2210,DL,N374DA,2210,14869,SLC,"Salt Lake City, UT",13891,ONT,"Ontario, CA",2022,2120,N,118,1,558
6275,2020-01-04,AA,AA_CODESHARE,AA,3561,MQ,N258NN,3561,13930,ORD,"Chicago, IL",12992,LIT,"Little Rock, AR",2042,2240,N,118,1,552
6276,2020-01-19,AA,AA,AA,2032,AA,N714US,2032,14100,PHL,"Philadelphia, PA",15304,TPA,"Tampa, FL",1512,1756,N,164,1,920
6277,2020-01-26,AA,AA,AA,2688,AA,N845NN,2688,13303,MIA,"Miami, FL",14771,SFO,"San Francisco, CA",1819,2152,N,393,1,2585
6278,2020-01-10,AA,AA_CODESHARE,AA,5384,OH,N584NN,5384,11995,GSO,"Greensboro/High Point, NC",11057,CLT,"Charlotte, NC",714,824,N,70,1,83
6279,2020-01-06,AS,AS,AS,1657,AS,N623VA,1657,12889,LAS,"Las Vegas, NV",14831,SJC,"San Jose, CA",1050,1230,N,100,1,386
6280,2020-01-19,UA,UA_CODESHARE,UA,4799,AX,N832HK,4799,11292,DEN,"Denver, CO",14674,SAF,"Santa Fe, NM",1850,2012,N,82,1,303
6281,2020-01-28,HA,HA_CODESHARE,HA,628,EM,N805HC,628,12173,HNL,"Honolulu, HI",12492,JHM,"Kapalua, HI",806,844,N,38,1,84
6282,2020-01-26,AA,AA,AA,1309,AA,N950AN,1309,10397,ATL,"Atlanta, GA",11298,DFW,"Dallas/Fort Worth, TX",1410,1543,N,153,1,731
6283,2020-01-31,WN,WN,WN,1414,WN,N775SW,1414,14679,SAN,"San Diego, CA",12889,LAS,"Las Vegas, NV",920,1040,N,80,1,258
6284,2020-01-01,UA,UA,UA,1413,UA,N451UA,1413,14747,SEA,"Seattle, WA",11292,DEN,"Denver, CO",1556,1937,N,161,1,1024
6285,2020-01-04,UA,UA_CODESHARE,UA,4393,EV,N18557,4393,12266,IAH,"Houston, TX",14193,PNS,"Pensacola, FL",1205,1345,N,100,1,489
6286,2020-01-11,UA,UA_CODESHARE,UA,4355,EV,N14902,4355,15016,STL,"St. Louis, MO",11618,EWR,"Newark, NJ",1145,1520,N,155,1,872
6287,2020-01-15,WN,WN,WN,5326,WN,N707SA,5326,10693,BNA,"Nashville, TN",13487,MSP,"Minneapolis, MN",815,1025,N,130,1,695
6288,2020-01-17,UA,UA_CODESHARE,UA,5030,OO,N971SW,5030,12519,JMS,"Jamestown, ND",11292,DEN,"Denver, CO",634,739,N,125,1,573
6289,2020-01-07,AA,AA_CODESHARE,AA,4850,PT,N647AE,4850,14100,PHL,"Philadelphia, PA",15096,SYR,"Syracuse, NY",1049,1210,N,81,1,228
6290,2020-01-21,UA,UA_CODESHARE,UA,3815,ZW,N445AW,3815,11146,CRW,"Charleston/Dunbar, WV",13930,ORD,"Chicago, IL",815,916,N,121,1,416
6291,2020-01-02,WN,WN,WN,21,WN,N465WN,21,14057,PDX,"Portland, OR",11259,DAL,"Dallas, TX",545,1110,N,205,1,1626
6292,2020-01-07,UA,UA,UA,1037,UA,N13718,1037,11618,EWR,"Newark, NJ",11298,DFW,"Dallas/Fort Worth, TX",759,1104,N,245,1,1372
6293,2020-01-28,WN,WN,WN,5771,WN,N432WN,5771,10693,BNA,"Nashville, TN",11057,CLT,"Charlotte, NC",1015,1235,N,80,1,328
6294,2020-01-28,HA,HA_CODESHARE,HA,644,EM,N804HC,644,12173,HNL,"Honolulu, HI",13034,LNY,"Lanai, HI",1102,1137,N,35,1,72
6295,2020-01-16,UA,UA_CODESHARE,UA,3917,ZW,N468AW,3917,13930,ORD,"Chicago, IL",11146,CRW,"Charleston/Dunbar, WV",1445,1725,N,100,1,416
6296,2020-01-31,UA,UA_CODESHARE,UA,4817,ZW,N465AW,4817,13930,ORD,"Chicago, IL",10469,AZO,"Kalamazoo, MI",1130,1324,N,54,1,122
6297,2020-01-07,WN,WN,WN,2107,WN,N762SW,2107,14679,SAN,"San Diego, CA",14831,SJC,"San Jose, CA",1225,1345,N,80,1,417
6298,2020-01-12,UA,UA,UA,2395,UA,N66803,2395,13930,ORD,"Chicago, IL",12889,LAS,"Las Vegas, NV",800,1009,N,249,1,1514
6299,2020-01-08,WN,WN,WN,2142,WN,N415WN,2142,14027,PBI,"West Palm Beach/Palm Beach, FL",10821,BWI,"Baltimore, MD",1030,1255,N,145,1,883
6300,2020-01-20,AA,AA_CODESHARE,AA,3862,MQ,N800AE,3862,10990,CHO,"Charlottesville, VA",11057,CLT,"Charlotte, NC",1231,1353,N,82,1,245
6301,2020-01-01,WN,WN,WN,5198,WN,N794SW,5198,10423,AUS,"Austin, TX",13495,MSY,"New Orleans, LA",1455,1615,N,80,1,444
6302,2020-01-08,DL,DL,DL,964,DL,N342NW,964,12953,LGA,"New York, NY",14027,PBI,"West Palm Beach/Palm Beach, FL",1205,1515,N,190,1,1035
6303,2020-01-22,WN,WN,WN,2123,WN,N754SW,2123,11292,DEN,"Denver, CO",12889,LAS,"Las Vegas, NV",1030,1130,N,120,1,628
6304,2020-01-27,AA,AA,AA,1753,AA,N941NN,1753,13930,ORD,"Chicago, IL",13204,MCO,"Orlando, FL",1600,1940,N,160,1,1005
6305,2020-01-28,AA,AA_CODESHARE,AA,5086,OH,N709PS,5086,10980,CHA,"Chattanooga, TN",11057,CLT,"Charlotte, NC",1540,1703,N,83,1,241
6306,2020-01-05,AA,AA,AA,2722,AA,N986NN,2722,14107,PHX,"Phoenix, AZ",14831,SJC,"San Jose, CA",1055,1158,N,123,1,621
6307,2020-01-08,UA,UA,UA,1781,UA,N855UA,1781,13158,MAF,"Midland/Odessa, TX",12266,IAH,"Houston, TX",700,828,N,88,1,429
6308,2020-01-11,AA,AA_CODESHARE,AA,4419,YX,N447YX,4419,13198,MCI,"Kansas City, MO",14100,PHL,"Philadelphia, PA",1054,1434,N,160,1,1038
6309,2020-01-07,UA,UA,UA,2362,UA,N824UA,2362,12278,ICT,"Wichita, KS",11292,DEN,"Denver, CO",620,708,N,108,1,420
6310,2020-01-09,AA,AA,AA,1021,AA,N976NN,1021,14908,SNA,"Santa Ana, CA",11298,DFW,"Dallas/Fort Worth, TX",1314,1812,N,178,1,1205
6311,2020-01-09,AA,AA_CODESHARE,AA,5249,OH,N573NN,5249,12451,JAX,"Jacksonville, FL",11057,CLT,"Charlotte, NC",1356,1528,N,92,1,328
6312,2020-01-05,AA,AA,AA,2803,AA,N845NN,2803,13303,MIA,"Miami, FL",13204,MCO,"Orlando, FL",2156,2308,N,72,1,192
6313,2020-01-16,UA,UA_CODESHARE,UA,5125,OO,N959SW,5125,13832,OGS,"Ogdensburg, NY",12264,IAD,"Washington, DC",545,735,N,110,1,409
6314,2020-01-19,WN,WN,WN,2780,WN,N412WN,2780,15304,TPA,"Tampa, FL",10792,BUF,"Buffalo, NY",2020,2255,N,155,1,1053
6315,2020-01-27,AA,AA_CODESHARE,AA,4364,YX,N447YX,4364,12953,LGA,"New York, NY",11042,CLE,"Cleveland, OH",1939,2135,N,116,1,419
6316,2020-01-02,DL,DL,DL,602,DL,N809NW,602,12173,HNL,"Honolulu, HI",14869,SLC,"Salt Lake City, UT",2150,701,N,371,1,2994
6317,2020-01-10,WN,WN,WN,251,WN,N7736A,251,12953,LGA,"New York, NY",12191,HOU,"Houston, TX",615,930,N,255,1,1428
6318,2020-01-06,AS,AS,AS,576,AS,N519AS,576,14893,SMF,"Sacramento, CA",14057,PDX,"Portland, OR",1435,1608,N,93,1,479
6319,2020-01-06,DL,DL,DL,1249,DL,N915DN,1249,14321,PWM,"Portland, ME",10397,ATL,"Atlanta, GA",540,859,N,199,1,1027
6320,2020-01-24,AA,AA_CODESHARE,AA,5696,OH,N530EA,5696,11057,CLT,"Charlotte, NC",15624,VPS,"Valparaiso, FL",2226,2315,N,109,1,460
6321,2020-01-11,WN,WN,WN,3177,WN,N469WN,3177,11697,FLL,"Fort Lauderdale, FL",10693,BNA,"Nashville, TN",1740,1910,N,150,1,793
6322,2020-01-18,AS,AS,AS,502,AS,N557AS,502,14747,SEA,"Seattle, WA",14908,SNA,"Santa Ana, CA",940,1229,N,169,1,978
6323,2020-01-11,DL,DL,DL,116,DL,N958AT,116,10599,BHM,"Birmingham, AL",10397,ATL,"Atlanta, GA",1326,1537,N,71,1,134
6324,2020-01-19,DL,DL_CODESHARE,DL,3670,OO,N430SW,3670,11577,ERI,"Erie, PA",11433,DTW,"Detroit, MI",625,748,N,83,1,164
6325,2020-01-15,AA,AA,AA,1643,AA,N650AW,1643,11057,CLT,"Charlotte, NC",10397,ATL,"Atlanta, GA",930,1049,N,79,1,226
6326,2020-01-19,DL,DL,DL,928,DL,N339NB,928,10721,BOS,"Boston, MA",12478,JFK,"New York, NY",600,726,N,86,1,187
6327,2020-01-24,DL,DL,DL,1159,DL,N918DH,1159,10397,ATL,"Atlanta, GA",10792,BUF,"Buffalo, NY",1408,1611,N,123,1,712
6328,2020-01-19,UA,UA_CODESHARE,UA,4488,EV,N17159,4488,12266,IAH,"Houston, TX",12896,LBB,"Lubbock, TX",1845,2035,N,110,1,458
6329,2020-01-31,AS,AS_CODESHARE,AS,2503,QX,N636QX,2503,14747,SEA,"Seattle, WA",14489,RDM,"Bend/Redmond, OR",1930,2036,N,66,1,228
6330,2020-01-02,DL,DL_CODESHARE,DL,3946,OO,N282SY,3946,10713,BOI,"Boise, ID",14747,SEA,"Seattle, WA",1705,1802,N,117,1,399
6331,2020-01-25,B6,B6,B6,823,B6,N179JB,823,11278,DCA,"Washington, DC",13204,MCO,"Orlando, FL",1000,1229,N,149,1,759
6332,2020-01-13,AA,AA_CODESHARE,AA,3352,MQ,N261NN,3352,10792,BUF,"Buffalo, NY",13930,ORD,"Chicago, IL",1136,1239,N,123,1,473
6333,2020-01-06,UA,UA,UA,2402,UA,N19136,2402,12892,LAX,"Los Angeles, CA",10721,BOS,"Boston, MA",2240,701,N,321,1,2611
6334,2020-01-10,HA,HA,HA,24,HA,N223HA,24,13830,OGG,"Kahului, HI",13796,OAK,"Oakland, CA",1250,1950,N,300,1,2349
6335,2020-01-11,WN,WN,WN,3721,WN,N8635F,3721,14747,SEA,"Seattle, WA",11292,DEN,"Denver, CO",1020,1420,N,180,1,1024
6336,2020-01-19,DL,DL_CODESHARE,DL,5401,9E,N8836A,5401,10185,AEX,"Alexandria, LA",10397,ATL,"Atlanta, GA",600,853,N,113,1,500
6337,2020-01-15,UA,UA_CODESHARE,UA,3817,ZW,N445AW,3817,15016,STL,"St. Louis, MO",12264,IAD,"Washington, DC",830,1137,N,127,1,696
6338,2020-01-29,AA,AA_CODESHARE,AA,5626,OH,N706PS,5626,11996,GSP,"Greer, SC",11057,CLT,"Charlotte, NC",2030,2140,N,70,1,75
6339,2020-01-17,DL,DL,DL,2648,DL,N684DA,2648,10721,BOS,"Boston, MA",10397,ATL,"Atlanta, GA",800,1101,N,181,1,946
6340,2020-01-10,WN,WN,WN,1363,WN,N774SW,1363,12892,LAX,"Los Angeles, CA",14570,RNO,"Reno, NV",2040,2205,N,85,1,391
6341,2020-01-13,B6,B6,B6,1447,B6,N229JB,1447,12197,HPN,"White Plains, NY",15304,TPA,"Tampa, FL",1357,1658,N,181,1,1032
6342,2020-01-16,WN,WN,WN,1626,WN,N7820L,1626,13198,MCI,"Kansas City, MO",13232,MDW,"Chicago, IL",1010,1135,N,85,1,405
6343,2020-01-09,NK,NK,NK,475,NK,N535NK,475,12953,LGA,"New York, NY",11433,DTW,"Detroit, MI",955,1214,N,139,1,502
6344,2020-01-02,UA,UA_CODESHARE,UA,4086,EV,N15912,4086,12206,HRL,"Harlingen/San Benito, TX",12266,IAH,"Houston, TX",1609,1725,N,76,1,295
6345,2020-01-09,DL,DL,DL,2173,DL,N364NW,2173,12953,LGA,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1730,2037,N,187,1,1076
6346,2020-01-20,AA,AA_CODESHARE,AA,3021,OO,N768SK,3021,13930,ORD,"Chicago, IL",11267,DAY,"Dayton, OH",1631,1848,N,77,1,240
6347,2020-01-30,AA,AA,AA,1749,AA,N128UW,1749,11057,CLT,"Charlotte, NC",14122,PIT,"Pittsburgh, PA",2019,2145,N,86,1,366
6348,2020-01-10,HA,HA,HA,34,HA,N379HA,34,13830,OGG,"Kahului, HI",12892,LAX,"Los Angeles, CA",1335,2045,N,310,1,2486
6349,2020-01-10,AA,AA,AA,1242,AA,N344PP,1242,11298,DFW,"Dallas/Fort Worth, TX",13204,MCO,"Orlando, FL",1452,1827,N,155,1,985
6350,2020-01-08,NK,NK,NK,718,NK,N922NK,718,11298,DFW,"Dallas/Fort Worth, TX",12953,LGA,"New York, NY",820,1245,N,205,1,1389
6351,2020-01-05,DL,DL_CODESHARE,DL,4886,9E,N8877A,4886,14321,PWM,"Portland, ME",12953,LGA,"New York, NY",1155,1329,N,94,1,269
6352,2020-01-19,AA,AA,AA,1260,AA,N940AN,1260,14771,SFO,"San Francisco, CA",11298,DFW,"Dallas/Fort Worth, TX",1206,1744,N,218,1,1464
6353,2020-01-11,UA,UA_CODESHARE,UA,5944,OO,N132SY,5944,12892,LAX,"Los Angeles, CA",14679,SAN,"San Diego, CA",1634,1732,N,58,1,109
6354,2020-01-21,AA,AA,AA,239,AA,N316PF,239,10721,BOS,"Boston, MA",13930,ORD,"Chicago, IL",1704,1920,N,196,1,867
6355,2020-01-30,DL,DL_CODESHARE,DL,5061,9E,N134EV,5061,14122,PIT,"Pittsburgh, PA",14492,RDU,"Raleigh/Durham, NC",920,1054,N,94,1,328
6356,2020-01-26,UA,UA_CODESHARE,UA,5993,OO,N929SW,5993,14771,SFO,"San Francisco, CA",13264,MFR,"Medford, OR",1550,1724,N,94,1,329
6357,2020-01-05,WN,WN,WN,6187,WN,N481WN,6187,14831,SJC,"San Jose, CA",14107,PHX,"Phoenix, AZ",1210,1505,N,115,1,621
6358,2020-01-19,HA,HA,HA,255,HA,N477HA,255,13830,OGG,"Kahului, HI",12173,HNL,"Honolulu, HI",1253,1335,N,42,1,100
6359,2020-01-25,DL,DL,DL,2512,DL,N910DE,2512,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",1630,1739,N,69,1,259
6360,2020-01-19,AA,AA,AA,2561,AA,N755US,2561,13930,ORD,"Chicago, IL",14635,RSW,"Fort Myers, FL",1208,1601,N,173,1,1120
6361,2020-01-11,WN,WN,WN,4216,WN,N554WN,4216,13796,OAK,"Oakland, CA",14679,SAN,"San Diego, CA",1320,1455,N,95,1,446
6362,2020-01-12,AA,AA_CODESHARE,AA,3895,MQ,N909AE,3895,13930,ORD,"Chicago, IL",14783,SGF,"Springfield, MO",1645,1833,N,108,1,438
6363,2020-01-09,UA,UA,UA,572,UA,N69829,572,12264,IAD,"Washington, DC",14771,SFO,"San Francisco, CA",630,944,N,374,1,2419
6364,2020-01-06,WN,WN,WN,1140,WN,N8656B,1140,13232,MDW,"Chicago, IL",10397,ATL,"Atlanta, GA",1545,1840,N,115,1,591
6365,2020-01-28,AS,AS,AS,18,AS,N363VA,18,14747,SEA,"Seattle, WA",12478,JFK,"New York, NY",2310,729,N,319,1,2422
6366,2020-01-21,AA,AA,AA,1401,AA,N163AA,1401,12889,LAS,"Las Vegas, NV",11298,DFW,"Dallas/Fort Worth, TX",1259,1739,N,160,1,1055
6367,2020-01-24,G4,G4,G4,27,G4,324NV,27,12889,LAS,"Las Vegas, NV",11603,EUG,"Eugene, OR",1409,1623,N,134,1,700
6368,2020-01-24,UA,UA_CODESHARE,UA,5700,OO,N417SW,5700,14771,SFO,"San Francisco, CA",14489,RDM,"Bend/Redmond, OR",2103,2250,N,107,1,462
6369,2020-01-16,UA,UA,UA,2307,UA,N19117,2307,11292,DEN,"Denver, CO",12982,LIH,"Lihue, HI",935,1434,N,479,1,3414
6370,2020-01-17,DL,DL_CODESHARE,DL,3861,OO,N251SY,3861,14869,SLC,"Salt Lake City, UT",12156,HLN,"Helena, MT",2215,2359,N,104,1,402
6371,2020-01-03,DL,DL,DL,1362,DL,N913DU,1362,12892,LAX,"Los Angeles, CA",13244,MEM,"Memphis, TN",1714,2253,N,219,1,1619
6372,2020-01-20,F9,F9,F9,2138,F9,N301FR,2138,12889,LAS,"Las Vegas, NV",12266,IAH,"Houston, TX",740,1247,N,187,1,1222
6373,2020-01-05,WN,WN,WN,5180,WN,N7880D,5180,12278,ICT,"Wichita, KS",14107,PHX,"Phoenix, AZ",1410,1540,N,150,1,870
6374,2020-01-30,B6,B6,B6,654,B6,N229JB,654,11278,DCA,"Washington, DC",10721,BOS,"Boston, MA",925,1056,N,91,1,399
6375,2020-01-25,UA,UA_CODESHARE,UA,4106,EV,N17115,4106,11042,CLE,"Cleveland, OH",12953,LGA,"New York, NY",1643,1829,N,106,1,419
6376,2020-01-31,WN,WN,WN,1211,WN,N413WN,1211,10821,BWI,"Baltimore, MD",11697,FLL,"Fort Lauderdale, FL",1820,2105,N,165,1,925
6377,2020-01-21,WN,WN,WN,1651,WN,N783SW,1651,10792,BUF,"Buffalo, NY",10821,BWI,"Baltimore, MD",615,740,N,85,1,281
6378,2020-01-09,UA,UA_CODESHARE,UA,6293,YV,N89342,6293,11278,DCA,"Washington, DC",12266,IAH,"Houston, TX",1905,2149,N,224,1,1208
6379,2020-01-27,DL,DL,DL,1199,DL,N380DN,1199,15016,STL,"St. Louis, MO",10397,ATL,"Atlanta, GA",1755,2029,N,94,1,484
6380,2020-01-19,WN,WN,WN,2939,WN,N226WN,2939,12278,ICT,"Wichita, KS",14107,PHX,"Phoenix, AZ",1550,1730,N,160,1,870
6381,2020-01-01,AA,AA_CODESHARE,AA,3439,MQ,N277NN,3439,10713,BOI,"Boise, ID",11298,DFW,"Dallas/Fort Worth, TX",710,1125,N,195,1,1272
6382,2020-01-11,DL,DL,DL,2227,DL,N554NW,2227,11697,FLL,"Fort Lauderdale, FL",10397,ATL,"Atlanta, GA",951,1147,N,116,1,581
6383,2020-01-14,WN,WN,WN,5798,WN,N8503A,5798,15304,TPA,"Tampa, FL",14107,PHX,"Phoenix, AZ",1715,2005,N,290,1,1788
6384,2020-01-17,DL,DL,DL,2438,DL,N960AT,2438,10599,BHM,"Birmingham, AL",10397,ATL,"Atlanta, GA",1933,2144,N,71,1,134
6385,2020-01-13,AA,AA_CODESHARE,AA,4353,YX,N101HQ,4353,12953,LGA,"New York, NY",11433,DTW,"Detroit, MI",1342,1554,N,132,1,502
6386,2020-01-15,AA,AA_CODESHARE,AA,6089,CP,N202NN,6089,12892,LAX,"Los Angeles, CA",14679,SAN,"San Diego, CA",944,1038,N,54,1,109
6387,2020-01-05,UA,UA_CODESHARE,UA,4376,EV,N611UX,4376,14122,PIT,"Pittsburgh, PA",13930,ORD,"Chicago, IL",1356,1444,N,108,1,413
6388,2020-01-31,UA,UA,UA,562,UA,N76515,562,11292,DEN,"Denver, CO",14908,SNA,"Santa Ana, CA",1915,2045,N,150,1,846
6389,2020-01-24,DL,DL,DL,1404,DL,N321DH,1404,12892,LAX,"Los Angeles, CA",14869,SLC,"Salt Lake City, UT",705,959,N,114,1,590
6390,2020-01-04,AS,AS,AS,912,AS,N477AS,912,12173,HNL,"Honolulu, HI",14747,SEA,"Seattle, WA",1605,4,N,359,1,2677
6391,2020-01-20,AA,AA_CODESHARE,AA,3576,MQ,N251NN,3576,15919,XNA,"Fayetteville, AR",13930,ORD,"Chicago, IL",1745,1939,N,114,1,522
6392,2020-01-24,AS,AS_CODESHARE,AS,2678,QX,N641QX,2678,14004,PAE,"Everett, WA",14679,SAN,"San Diego, CA",2030,2318,N,168,1,1080
6393,2020-01-07,UA,UA_CODESHARE,UA,4152,EV,N604UX,4152,13930,ORD,"Chicago, IL",11624,EYW,"Key West, FL",735,1149,N,194,1,1251
6394,2020-01-04,AA,AA,AA,1292,AA,N961NN,1292,12892,LAX,"Los Angeles, CA",10693,BNA,"Nashville, TN",2309,505,N,236,1,1797
6395,2020-01-04,WN,WN,WN,1081,WN,N8326F,1081,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",645,725,N,40,1,102
6396,2020-01-26,DL,DL_CODESHARE,DL,4149,OO,N8968E,4149,15323,TRI,"Bristol/Johnson City/Kingsport, TN",10397,ATL,"Atlanta, GA",1856,2019,N,83,1,227
6397,2020-01-28,DL,DL_CODESHARE,DL,4948,9E,N292PQ,4948,10721,BOS,"Boston, MA",14492,RDU,"Raleigh/Durham, NC",825,1046,N,141,1,612
6398,2020-01-10,DL,DL,DL,1289,DL,N348NB,1289,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",756,908,N,72,1,236
6399,2020-01-14,UA,UA_CODESHARE,UA,6063,YV,N80348,6063,14685,SAV,"Savannah, GA",12266,IAH,"Houston, TX",700,847,N,167,1,851
6400,2020-01-11,F9,F9,F9,614,F9,N308FR,614,11292,DEN,"Denver, CO",13303,MIA,"Miami, FL",35,627,N,232,1,1709
6401,2020-01-05,WN,WN,WN,6299,WN,N214WN,6299,11433,DTW,"Detroit, MI",15016,STL,"St. Louis, MO",1040,1125,N,105,1,440
6402,2020-01-01,UA,UA,UA,493,UA,N829UA,493,11278,DCA,"Washington, DC",13930,ORD,"Chicago, IL",1645,1807,N,142,1,612
6403,2020-01-02,UA,UA_CODESHARE,UA,4074,EV,N602UX,4074,13930,ORD,"Chicago, IL",15412,TYS,"Knoxville, TN",2120,2358,N,98,1,475
6404,2020-01-20,NK,NK,NK,334,NK,N509NK,334,12889,LAS,"Las Vegas, NV",14122,PIT,"Pittsburgh, PA",800,1502,N,242,1,1910
6405,2020-01-10,DL,DL_CODESHARE,DL,6133,YX,N240JQ,6133,10721,BOS,"Boston, MA",13930,ORD,"Chicago, IL",1959,2206,N,187,1,867
6406,2020-01-21,UA,UA_CODESHARE,UA,5412,OO,N150SY,5412,12892,LAX,"Los Angeles, CA",10423,AUS,"Austin, TX",1914,11,N,177,1,1242
6407,2020-01-29,WN,WN,WN,2195,WN,N725SW,2195,12889,LAS,"Las Vegas, NV",13796,OAK,"Oakland, CA",1810,1940,N,90,1,407
6408,2020-01-13,DL,DL_CODESHARE,DL,3989,OO,N641CA,3989,12892,LAX,"Los Angeles, CA",15376,TUS,"Tucson, AZ",1942,2209,N,87,1,451
6409,2020-01-01,HA,HA,HA,214,HA,N491HA,214,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1121,1156,N,35,1,102
6410,2020-01-08,AA,AA_CODESHARE,AA,4959,PT,N627AE,4959,14100,PHL,"Philadelphia, PA",13230,MDT,"Harrisburg, PA",830,935,N,65,1,84
6411,2020-01-08,WN,WN,WN,4047,WN,N264LV,4047,13198,MCI,"Kansas City, MO",10693,BNA,"Nashville, TN",1105,1235,N,90,1,491
6412,2020-01-14,UA,UA_CODESHARE,UA,5938,OO,N202SY,5938,15096,SYR,"Syracuse, NY",11292,DEN,"Denver, CO",1400,1630,N,270,1,1492
6413,2020-01-06,AA,AA,AA,2458,AA,N823AN,2458,13930,ORD,"Chicago, IL",11298,DFW,"Dallas/Fort Worth, TX",630,902,N,152,1,801
6414,2020-01-23,AS,AS,AS,505,AS,N530VA,505,14908,SNA,"Santa Ana, CA",14747,SEA,"Seattle, WA",1930,2225,N,175,1,978
6415,2020-01-10,WN,WN,WN,894,WN,N8565Z,894,15304,TPA,"Tampa, FL",14100,PHL,"Philadelphia, PA",1410,1635,N,145,1,920
6416,2020-01-04,DL,DL,DL,1230,DL,N940AT,1230,10397,ATL,"Atlanta, GA",12191,HOU,"Houston, TX",1458,1615,N,137,1,696
6417,2020-01-26,UA,UA_CODESHARE,UA,6360,YV,N88335,6360,12266,IAH,"Houston, TX",14570,RNO,"Reno, NV",1010,1232,N,262,1,1530
6418,2020-01-21,F9,F9,F9,827,F9,N363FR,827,15356,TTN,"Trenton, NJ",15304,TPA,"Tampa, FL",640,944,N,184,1,955
6419,2020-01-11,DL,DL_CODESHARE,DL,6077,YX,N810MD,6077,12124,HHH,"Hilton Head, SC",10397,ATL,"Atlanta, GA",715,827,N,72,1,238
6420,2020-01-14,WN,WN,WN,2128,WN,N947WN,2128,13796,OAK,"Oakland, CA",14679,SAN,"San Diego, CA",1400,1530,N,90,1,446
6421,2020-01-03,B6,B6,B6,713,B6,N296JB,713,10721,BOS,"Boston, MA",14576,ROC,"Rochester, NY",1304,1435,N,91,1,343
6422,2020-01-10,AA,AA,AA,2421,AA,N818NN,2421,13303,MIA,"Miami, FL",14771,SFO,"San Francisco, CA",2039,10,N,391,1,2585
6423,2020-01-27,UA,UA_CODESHARE,UA,3843,ZW,N452AW,3843,12339,IND,"Indianapolis, IN",13930,ORD,"Chicago, IL",1254,1310,N,76,1,177
6424,2020-01-06,DL,DL,DL,1199,DL,N303DN,1199,15016,STL,"St. Louis, MO",10397,ATL,"Atlanta, GA",1755,2029,N,94,1,484
6425,2020-01-07,UA,UA_CODESHARE,UA,5722,OO,N926SW,5722,12177,HOB,"Hobbs, NM",12266,IAH,"Houston, TX",1305,1540,N,95,1,501
6426,2020-01-22,UA,UA_CODESHARE,UA,5995,OO,N164SY,5995,14683,SAT,"San Antonio, TX",13930,ORD,"Chicago, IL",1720,2014,N,174,1,1041
6427,2020-01-31,AS,AS_CODESHARE,AS,3390,OO,N175SY,3390,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",2130,2307,N,97,1,337
6428,2020-01-02,WN,WN,WN,1158,WN,N757LV,1158,14683,SAT,"San Antonio, TX",11292,DEN,"Denver, CO",1600,1710,N,130,1,794
6429,2020-01-18,WN,WN,WN,3556,WN,N8693A,3556,14679,SAN,"San Diego, CA",11292,DEN,"Denver, CO",1800,2115,N,135,1,853
6430,2020-01-02,DL,DL_CODESHARE,DL,3914,OO,N278SY,3914,14869,SLC,"Salt Lake City, UT",11648,FCA,"Kalispell, MT",1105,1307,N,122,1,531
6431,2020-01-03,DL,DL_CODESHARE,DL,5384,9E,N336PQ,5384,11433,DTW,"Detroit, MI",15016,STL,"St. Louis, MO",845,939,N,114,1,440
6432,2020-01-19,UA,UA_CODESHARE,UA,6026,YV,N84307,6026,12264,IAD,"Washington, DC",12339,IND,"Indianapolis, IN",1230,1418,N,108,1,476
6433,2020-01-04,AS,AS_CODESHARE,AS,2631,QX,N404QX,2631,14747,SEA,"Seattle, WA",14057,PDX,"Portland, OR",1830,1926,N,56,1,129
