,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
4876,2019-01-02,DL,DL,DL,2024,DL,N878DN,2024,13487,MSP,"Minneapolis, MN",12892,LAX,"Los Angeles, CA",1949,1947.0,-2.0,13.0,2000.0,2057.0,60.0,2201,2157.0,-4.0,0.0,,0.0,N,252.0,250.0,177.0,1.0,1535.0,,,,,,,,,
4877,2018-01-05,AA,AA,AA,2447,AA,N961AN,2447,13204,MCO,"Orlando, FL",13303,MIA,"Miami, FL",1925,2002.0,37.0,18.0,2020.0,2059.0,4.0,2037,2103.0,26.0,0.0,,0.0,N,72.0,61.0,39.0,1.0,192.0,26.0,0.0,0.0,0.0,0.0,,,,
4878,2019-01-20,DL,DL_CODESHARE,DL,3698,OO,N679CA,3698,13487,MSP,"Minneapolis, MN",14122,PIT,"Pittsburgh, PA",845,849.0,4.0,16.0,905.0,1133.0,13.0,1211,1146.0,-25.0,0.0,,0.0,N,146.0,117.0,88.0,1.0,726.0,,,,,,,,,
4879,2019-01-28,DL,DL_CODESHARE,DL,3489,9E,N910XJ,3489,11193,CVG,"Cincinnati, OH",13487,MSP,"Minneapolis, MN",910,908.0,-2.0,23.0,931.0,957.0,6.0,1028,1003.0,-25.0,0.0,,0.0,N,138.0,115.0,86.0,1.0,596.0,,,,,,,,,
4880,2018-11-01,AA,AA_CODESHARE,AA,4450,YX,N401YX,4450,11278,DCA,"Washington, DC",11066,CMH,"Columbus, OH",1359,1351.0,-8.0,11.0,1402.0,1502.0,5.0,1528,1507.0,-21.0,0.0,,0.0,N,89.0,76.0,60.0,1.0,323.0,,,,,,,,,
4881,2018-11-24,AA,AA,AA,1300,AA,N886NN,1300,11697,FLL,"Fort Lauderdale, FL",11057,CLT,"Charlotte, NC",1447,1442.0,-5.0,18.0,1500.0,1644.0,8.0,1651,1652.0,1.0,0.0,,0.0,N,124.0,130.0,104.0,1.0,632.0,,,,,,,,,
4882,2019-02-06,AA,AA_CODESHARE,AA,5013,PT,N601DW,5013,14100,PHL,"Philadelphia, PA",10257,ALB,"Albany, NY",800,754.0,-6.0,19.0,813.0,854.0,4.0,913,858.0,-15.0,0.0,,0.0,N,73.0,64.0,41.0,1.0,212.0,,,,,,,,,
4883,2019-03-17,WN,WN,WN,1422,WN,N925WN,1422,13232,MDW,"Chicago, IL",10423,AUS,"Austin, TX",845,842.0,-3.0,6.0,848.0,1108.0,4.0,1130,1112.0,-18.0,0.0,,0.0,N,165.0,150.0,140.0,1.0,972.0,,,,,,,,,
4884,2019-03-27,F9,F9,F9,2847,F9,N709FR,2847,12391,ISP,"Islip, NY",11697,FLL,"Fort Lauderdale, FL",1450,1507.0,17.0,18.0,1525.0,1757.0,11.0,1755,1808.0,13.0,0.0,,0.0,N,185.0,181.0,152.0,1.0,1092.0,,,,,,,,,
4885,2018-02-15,AA,AA,AA,376,AA,N959AN,376,13303,MIA,"Miami, FL",12953,LGA,"New York, NY",2030,2030.0,0.0,15.0,2045.0,2316.0,14.0,2334,2330.0,-4.0,0.0,,0.0,N,184.0,180.0,151.0,1.0,1096.0,,,,,,,,,
4886,2018-08-27,WN,WN,WN,2163,WN,N744SW,2163,10693,BNA,"Nashville, TN",14100,PHL,"Philadelphia, PA",2150,2143.0,-7.0,8.0,2151.0,21.0,4.0,40,25.0,-15.0,0.0,,0.0,N,110.0,102.0,90.0,1.0,675.0,,,,,,,,,
4887,2019-04-23,AA,AA_CODESHARE,AA,5131,OH,N593NN,5131,11057,CLT,"Charlotte, NC",10994,CHS,"Charleston, SC",750,746.0,-4.0,18.0,804.0,838.0,6.0,900,844.0,-16.0,0.0,,0.0,N,70.0,58.0,34.0,1.0,168.0,,,,,,,,,
4888,2018-11-03,AA,AA,AA,1761,AA,N810AW,1761,11298,DFW,"Dallas/Fort Worth, TX",14122,PIT,"Pittsburgh, PA",1840,1848.0,8.0,14.0,1902.0,2203.0,6.0,2221,2209.0,-12.0,0.0,,0.0,N,161.0,141.0,121.0,1.0,1067.0,,,,,,,,,
4889,2018-02-13,B6,B6,B6,2534,B6,N183JB,2534,12478,JFK,"New York, NY",10785,BTV,"Burlington, VT",1613,1613.0,0.0,26.0,1639.0,1724.0,4.0,1736,1728.0,-8.0,0.0,,0.0,N,83.0,75.0,45.0,1.0,266.0,,,,,,,,,
4890,2018-07-18,AA,AA,AA,1724,AA,N956UW,1724,10785,BTV,"Burlington, VT",14100,PHL,"Philadelphia, PA",805,801.0,-4.0,10.0,811.0,912.0,6.0,935,918.0,-17.0,0.0,,0.0,N,90.0,77.0,61.0,1.0,335.0,,,,,,,,,
4891,2019-08-22,DL,DL,DL,2309,DL,N905DL,2309,15016,STL,"St. Louis, MO",10397,ATL,"Atlanta, GA",950,1014.0,24.0,10.0,1024.0,1234.0,5.0,1220,1239.0,19.0,0.0,,0.0,N,90.0,85.0,70.0,1.0,484.0,4.0,0.0,0.0,0.0,15.0,,,,
4892,2019-10-10,WN,WN,WN,1767,WN,N231WN,1767,10397,ATL,"Atlanta, GA",13495,MSY,"New Orleans, LA",2010,2154.0,104.0,20.0,2214.0,2221.0,3.0,2035,2224.0,109.0,0.0,,0.0,N,85.0,90.0,67.0,1.0,425.0,15.0,0.0,5.0,0.0,89.0,,,,
4893,2019-05-23,AA,AA_CODESHARE,AA,3460,MQ,N231AN,3460,11298,DFW,"Dallas/Fort Worth, TX",13485,MSN,"Madison, WI",1029,1032.0,3.0,10.0,1042.0,1227.0,4.0,1247,1231.0,-16.0,0.0,,0.0,N,138.0,119.0,105.0,1.0,821.0,,,,,,,,,
4894,2019-01-31,WN,WN,WN,2238,WN,N740SW,2238,10821,BWI,"Baltimore, MD",11066,CMH,"Columbus, OH",1620,1624.0,4.0,12.0,1636.0,1737.0,5.0,1750,1742.0,-8.0,0.0,,0.0,N,90.0,78.0,61.0,1.0,337.0,,,,,,,,,
4895,2019-02-17,UA,UA,UA,2148,UA,N445UA,2148,14908,SNA,"Santa Ana, CA",14771,SFO,"San Francisco, CA",1320,1330.0,10.0,7.0,1337.0,1449.0,4.0,1447,1453.0,6.0,0.0,,0.0,N,87.0,83.0,72.0,1.0,372.0,,,,,,,,,
4896,2019-01-13,G4,G4,G4,800,G4,228NV,800,14112,PIE,"St. Petersburg, FL",15295,TOL,"Toledo, OH",630,619.0,-11.0,9.0,628.0,825.0,7.0,858,832.0,-26.0,0.0,,0.0,N,148.0,133.0,117.0,1.0,945.0,,,,,,,,,
4897,2019-05-11,AA,AA,AA,2288,AA,N146AA,2288,11278,DCA,"Washington, DC",11298,DFW,"Dallas/Fort Worth, TX",1840,2003.0,83.0,28.0,2031.0,2224.0,5.0,2110,2229.0,79.0,0.0,,0.0,N,210.0,206.0,173.0,1.0,1192.0,0.0,0.0,0.0,0.0,79.0,,,,
4898,2019-07-16,WN,WN,WN,2479,WN,N206WN,2479,14107,PHX,"Phoenix, AZ",12892,LAX,"Los Angeles, CA",745,742.0,-3.0,48.0,830.0,929.0,11.0,920,940.0,20.0,0.0,,0.0,N,95.0,118.0,59.0,1.0,370.0,0.0,0.0,20.0,0.0,0.0,,,,
4899,2018-02-27,AA,AA,AA,273,AA,N958NN,273,11057,CLT,"Charlotte, NC",13303,MIA,"Miami, FL",1425,1422.0,-3.0,17.0,1439.0,1603.0,14.0,1631,1617.0,-14.0,0.0,,0.0,N,126.0,115.0,84.0,1.0,650.0,,,,,,,,,
4900,2018-01-04,UA,UA,UA,237,UA,N429UA,237,11292,DEN,"Denver, CO",14107,PHX,"Phoenix, AZ",752,750.0,-2.0,20.0,810.0,940.0,4.0,959,944.0,-15.0,0.0,,0.0,N,127.0,114.0,90.0,1.0,602.0,,,,,,,,,
4901,2018-07-11,DL,DL_CODESHARE,DL,3353,9E,N293PQ,3353,13930,ORD,"Chicago, IL",12478,JFK,"New York, NY",1230,1222.0,-8.0,17.0,1239.0,1518.0,10.0,1603,1528.0,-35.0,0.0,,0.0,N,153.0,126.0,99.0,1.0,740.0,,,,,,,,,
4902,2018-05-30,WN,WN,WN,5413,WN,N798SW,5413,13796,OAK,"Oakland, CA",14908,SNA,"Santa Ana, CA",2055,2051.0,-4.0,19.0,2110.0,2216.0,3.0,2215,2219.0,4.0,0.0,,0.0,N,80.0,88.0,66.0,1.0,371.0,,,,,,,,,
4903,2019-05-18,AA,AA,AA,636,AA,N891NN,636,15376,TUS,"Tucson, AZ",14107,PHX,"Phoenix, AZ",1150,1150.0,0.0,8.0,1158.0,1224.0,6.0,1239,1230.0,-9.0,0.0,,0.0,N,49.0,40.0,26.0,1.0,110.0,,,,,,,,,
4904,2018-01-31,DL,DL_CODESHARE,DL,4266,OO,N936SW,4266,12884,LAN,"Lansing, MI",11433,DTW,"Detroit, MI",1459,1456.0,-3.0,11.0,1507.0,1527.0,10.0,1600,1537.0,-23.0,0.0,,0.0,N,61.0,41.0,20.0,1.0,74.0,,,,,,,,,
4905,2019-08-19,AS,AS,AS,176,AS,N315AS,176,12523,JNU,"Juneau, AK",14747,SEA,"Seattle, WA",530,519.0,-11.0,13.0,532.0,829.0,11.0,850,840.0,-10.0,0.0,,0.0,N,140.0,141.0,117.0,1.0,909.0,,,,,,,,,
4906,2019-02-23,WN,WN,WN,4473,WN,N8649A,4473,14107,PHX,"Phoenix, AZ",12191,HOU,"Houston, TX",1405,1405.0,0.0,10.0,1415.0,1719.0,3.0,1735,1722.0,-13.0,0.0,,0.0,N,150.0,137.0,124.0,1.0,1020.0,,,,,,,,,
4907,2019-12-21,DL,DL,DL,1595,DL,N922DZ,1595,14747,SEA,"Seattle, WA",10397,ATL,"Atlanta, GA",1100,1102.0,2.0,21.0,1123.0,1831.0,7.0,1844,1838.0,-6.0,0.0,,0.0,N,284.0,276.0,248.0,1.0,2182.0,,,,,,,,,
4908,2019-11-30,B6,B6,B6,1252,B6,N281JB,1252,14635,RSW,"Fort Myers, FL",12197,HPN,"White Plains, NY",1040,1033.0,-7.0,23.0,1056.0,1344.0,4.0,1330,1348.0,18.0,0.0,,0.0,N,170.0,195.0,168.0,1.0,1102.0,0.0,0.0,18.0,0.0,0.0,,,,
4909,2018-10-13,WN,WN,WN,4303,WN,N929WN,4303,13232,MDW,"Chicago, IL",11618,EWR,"Newark, NJ",900,858.0,-2.0,11.0,909.0,1136.0,8.0,1205,1144.0,-21.0,0.0,,0.0,N,125.0,106.0,87.0,1.0,711.0,,,,,,,,,
4910,2018-10-08,WN,WN,WN,2250,WN,N284WN,2250,12889,LAS,"Las Vegas, NV",14679,SAN,"San Diego, CA",1100,1103.0,3.0,18.0,1121.0,1202.0,3.0,1205,1205.0,0.0,0.0,,0.0,N,65.0,62.0,41.0,1.0,258.0,,,,,,,,,
4911,2019-12-12,AA,AA_CODESHARE,AA,4957,PT,N637AE,4957,10257,ALB,"Albany, NY",14100,PHL,"Philadelphia, PA",1834,1829.0,-5.0,12.0,1841.0,1933.0,6.0,1947,1939.0,-8.0,0.0,,0.0,N,73.0,70.0,52.0,1.0,212.0,,,,,,,,,
4912,2018-08-14,WN,WN,WN,1599,WN,N244WN,1599,14107,PHX,"Phoenix, AZ",10800,BUR,"Burbank, CA",815,810.0,-5.0,9.0,819.0,924.0,2.0,940,926.0,-14.0,0.0,,0.0,N,85.0,76.0,65.0,1.0,369.0,,,,,,,,,
4913,2019-12-20,AA,AA,AA,2667,AA,N919AN,2667,14492,RDU,"Raleigh/Durham, NC",13930,ORD,"Chicago, IL",1055,1053.0,-2.0,18.0,1111.0,1152.0,29.0,1221,1221.0,0.0,0.0,,0.0,N,146.0,148.0,101.0,1.0,646.0,,,,,,,,,
4914,2019-03-01,AA,AA,AA,770,AA,N556UW,770,11298,DFW,"Dallas/Fort Worth, TX",12889,LAS,"Las Vegas, NV",2250,27.0,97.0,16.0,43.0,121.0,6.0,2349,127.0,98.0,0.0,,0.0,N,179.0,180.0,158.0,1.0,1055.0,97.0,0.0,1.0,0.0,0.0,,,,
4915,2019-12-29,UA,UA_CODESHARE,UA,6323,YV,N85354,6323,12266,IAH,"Houston, TX",11540,ELP,"El Paso, TX",1420,1517.0,57.0,20.0,1537.0,1618.0,13.0,1529,1631.0,62.0,0.0,,0.0,N,129.0,134.0,101.0,1.0,667.0,62.0,0.0,0.0,0.0,0.0,,,,
4916,2019-12-23,UA,UA_CODESHARE,UA,3912,ZW,N457AW,3912,13930,ORD,"Chicago, IL",11612,EVV,"Evansville, IN",1450,1443.0,-7.0,10.0,1453.0,1539.0,5.0,1609,1544.0,-25.0,0.0,,0.0,N,79.0,61.0,46.0,1.0,272.0,,,,,,,,,
4917,2018-02-18,DL,DL_CODESHARE,DL,4679,OO,N916EV,4679,13487,MSP,"Minneapolis, MN",11898,GFK,"Grand Forks, ND",1515,1512.0,-3.0,14.0,1526.0,1622.0,5.0,1638,1627.0,-11.0,0.0,,0.0,N,83.0,75.0,56.0,1.0,284.0,,,,,,,,,
4918,2018-11-03,WN,WN,WN,3028,WN,N950WN,3028,14307,PVD,"Providence, RI",13232,MDW,"Chicago, IL",610,608.0,-2.0,7.0,615.0,723.0,5.0,740,728.0,-12.0,0.0,,0.0,N,150.0,140.0,128.0,1.0,842.0,,,,,,,,,
4919,2019-08-27,WN,WN,WN,2209,WN,N405WN,2209,10721,BOS,"Boston, MA",11066,CMH,"Columbus, OH",1645,1649.0,4.0,13.0,1702.0,1847.0,32.0,1905,1919.0,14.0,0.0,,0.0,N,140.0,150.0,105.0,1.0,640.0,,,,,,,,,
4920,2018-08-31,WN,WN,WN,2012,WN,N769SW,2012,13204,MCO,"Orlando, FL",10397,ATL,"Atlanta, GA",1000,1003.0,3.0,16.0,1019.0,1117.0,10.0,1130,1127.0,-3.0,0.0,,0.0,N,90.0,84.0,58.0,1.0,404.0,,,,,,,,,
4921,2018-06-05,WN,WN,WN,1735,WN,N954WN,1735,12892,LAX,"Los Angeles, CA",14107,PHX,"Phoenix, AZ",810,808.0,-2.0,10.0,818.0,914.0,7.0,930,921.0,-9.0,0.0,,0.0,N,80.0,73.0,56.0,1.0,370.0,,,,,,,,,
4922,2019-03-23,AA,AA_CODESHARE,AA,3188,OO,N770SK,3188,11298,DFW,"Dallas/Fort Worth, TX",14674,SAF,"Santa Fe, NM",910,917.0,7.0,29.0,946.0,1012.0,4.0,1012,1016.0,4.0,0.0,,0.0,N,122.0,119.0,86.0,1.0,551.0,,,,,,,,,
4923,2019-05-08,UA,UA_CODESHARE,UA,3965,EV,N11551,3965,10785,BTV,"Burlington, VT",11618,EWR,"Newark, NJ",1800,1746.0,-14.0,9.0,1755.0,1840.0,11.0,1938,1851.0,-47.0,0.0,,0.0,N,98.0,65.0,45.0,1.0,266.0,,,,,,,,,
4924,2019-05-19,AA,AA_CODESHARE,AA,5407,OH,N508AE,5407,11057,CLT,"Charlotte, NC",11193,CVG,"Cincinnati, OH",1459,1548.0,49.0,24.0,1612.0,1714.0,5.0,1630,1719.0,49.0,0.0,,0.0,N,91.0,91.0,62.0,1.0,335.0,0.0,0.0,0.0,0.0,49.0,,,,
4925,2018-10-20,UA,UA,UA,2010,UA,N814UA,2010,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1700,1712.0,12.0,42.0,1754.0,1846.0,12.0,1836,1858.0,22.0,0.0,,0.0,N,156.0,166.0,112.0,1.0,733.0,0.0,0.0,22.0,0.0,0.0,,,,
4926,2018-02-28,UA,UA_CODESHARE,UA,3663,YX,N865RW,3663,14492,RDU,"Raleigh/Durham, NC",11618,EWR,"Newark, NJ",1005,958.0,-7.0,37.0,1035.0,1153.0,7.0,1143,1200.0,17.0,0.0,,0.0,N,98.0,122.0,78.0,1.0,416.0,0.0,0.0,17.0,0.0,0.0,,,,
4927,2019-07-20,UA,UA_CODESHARE,UA,5675,OO,N146SY,5675,12892,LAX,"Los Angeles, CA",14679,SAN,"San Diego, CA",655,650.0,-5.0,13.0,703.0,730.0,3.0,755,733.0,-22.0,0.0,,0.0,N,60.0,43.0,27.0,1.0,109.0,,,,,,,,,
4928,2018-12-22,UA,UA,UA,420,UA,N24212,420,11292,DEN,"Denver, CO",12892,LAX,"Los Angeles, CA",1121,1113.0,-8.0,13.0,1126.0,1229.0,6.0,1259,1235.0,-24.0,0.0,,0.0,N,158.0,142.0,123.0,1.0,862.0,,,,,,,,,
4929,2019-10-15,WN,WN,WN,2511,WN,N7821L,2511,15304,TPA,"Tampa, FL",11066,CMH,"Columbus, OH",1700,1700.0,0.0,10.0,1710.0,1903.0,4.0,1910,1907.0,-3.0,0.0,,0.0,N,130.0,127.0,113.0,1.0,829.0,,,,,,,,,
4930,2018-05-17,DL,DL_CODESHARE,DL,4094,9E,N330PQ,4094,12478,JFK,"New York, NY",14321,PWM,"Portland, ME",1200,1158.0,-2.0,24.0,1222.0,1307.0,6.0,1319,1313.0,-6.0,0.0,,0.0,N,79.0,75.0,45.0,1.0,273.0,,,,,,,,,
4931,2018-01-24,DL,DL_CODESHARE,DL,4786,OO,N810SK,4786,11648,FCA,"Kalispell, MT",13487,MSP,"Minneapolis, MN",1440,1435.0,-5.0,15.0,1450.0,1746.0,3.0,1831,1749.0,-42.0,0.0,,0.0,N,171.0,134.0,116.0,1.0,1026.0,,,,,,,,,
4932,2019-11-30,DL,DL,DL,994,DL,N315DN,994,10721,BOS,"Boston, MA",13487,MSP,"Minneapolis, MN",810,820.0,10.0,31.0,851.0,1101.0,7.0,1025,1108.0,43.0,0.0,,0.0,N,195.0,228.0,190.0,1.0,1124.0,10.0,0.0,33.0,0.0,0.0,,,,
4933,2018-08-18,G4,G4,G4,2142,G4,254NV,2142,14761,SFB,"Sanford, FL",10431,AVL,"Asheville, NC",1904,1851.0,-13.0,10.0,1901.0,2009.0,4.0,2034,2013.0,-21.0,0.0,,0.0,N,90.0,82.0,68.0,1.0,465.0,,,,,,,,,
4934,2019-09-01,WN,WN,WN,588,WN,N8321D,588,13830,OGG,"Kahului, HI",13796,OAK,"Oakland, CA",1650,1650.0,0.0,11.0,1701.0,24.0,4.0,50,28.0,-22.0,0.0,,0.0,N,300.0,278.0,263.0,1.0,2349.0,,,,,,,,,
4935,2019-04-05,WN,WN,WN,1638,WN,N565WN,1638,12889,LAS,"Las Vegas, NV",14057,PDX,"Portland, OR",625,621.0,-4.0,10.0,631.0,823.0,3.0,845,826.0,-19.0,0.0,,0.0,N,140.0,125.0,112.0,1.0,763.0,,,,,,,,,
4936,2019-10-04,UA,UA,UA,486,UA,N66848,486,12339,IND,"Indianapolis, IN",11292,DEN,"Denver, CO",1631,1625.0,-6.0,11.0,1636.0,1655.0,23.0,1714,1718.0,4.0,0.0,,0.0,N,163.0,173.0,139.0,1.0,977.0,,,,,,,,,
4937,2018-05-23,UA,UA_CODESHARE,UA,3583,YX,N729YX,3583,13930,ORD,"Chicago, IL",12451,JAX,"Jacksonville, FL",745,743.0,-2.0,24.0,807.0,1055.0,8.0,1117,1103.0,-14.0,0.0,,0.0,N,152.0,140.0,108.0,1.0,864.0,,,,,,,,,
4938,2019-12-22,WN,WN,WN,5924,WN,N961WN,5924,10599,BHM,"Birmingham, AL",13232,MDW,"Chicago, IL",1030,1117.0,47.0,12.0,1129.0,1252.0,6.0,1220,1258.0,38.0,0.0,,0.0,N,110.0,101.0,83.0,1.0,570.0,6.0,0.0,0.0,0.0,32.0,,,,
4939,2018-03-12,DL,DL_CODESHARE,DL,3293,9E,N8839E,3293,11433,DTW,"Detroit, MI",14576,ROC,"Rochester, NY",751,831.0,40.0,39.0,910.0,1000.0,6.0,907,1006.0,59.0,0.0,,0.0,N,76.0,95.0,50.0,1.0,296.0,40.0,0.0,19.0,0.0,0.0,,,,
4940,2019-01-13,WN,WN,WN,4872,WN,N8580Z,4872,13204,MCO,"Orlando, FL",11259,DAL,"Dallas, TX",1710,1704.0,-6.0,9.0,1713.0,1832.0,3.0,1900,1835.0,-25.0,0.0,,0.0,N,170.0,151.0,139.0,1.0,973.0,,,,,,,,,
4941,2019-12-11,DL,DL_CODESHARE,DL,3540,OO,N457SW,3540,11898,GFK,"Grand Forks, ND",13487,MSP,"Minneapolis, MN",1048,1057.0,9.0,12.0,1109.0,1156.0,8.0,1215,1204.0,-11.0,0.0,,0.0,N,87.0,67.0,47.0,1.0,284.0,,,,,,,,,
4942,2019-07-17,DL,DL,DL,3032,DL,N340DN,3032,10397,ATL,"Atlanta, GA",14679,SAN,"San Diego, CA",1347,1347.0,0.0,31.0,1418.0,1506.0,5.0,1510,1511.0,1.0,0.0,,0.0,N,263.0,264.0,228.0,1.0,1892.0,,,,,,,,,
4943,2018-01-12,DL,DL_CODESHARE,DL,3506,9E,N325PQ,3506,11433,DTW,"Detroit, MI",11298,DFW,"Dallas/Fort Worth, TX",1215,1226.0,11.0,56.0,1322.0,1446.0,6.0,1435,1452.0,17.0,0.0,,0.0,N,200.0,206.0,144.0,1.0,986.0,1.0,0.0,6.0,0.0,10.0,,,,
4944,2018-03-30,DL,DL,DL,793,DL,N364NB,793,13930,ORD,"Chicago, IL",11433,DTW,"Detroit, MI",1427,1420.0,-7.0,13.0,1433.0,1621.0,5.0,1648,1626.0,-22.0,0.0,,0.0,N,81.0,66.0,48.0,1.0,235.0,,,,,,,,,
4945,2019-01-22,AA,AA_CODESHARE,AA,4404,YX,N102HQ,4404,11066,CMH,"Columbus, OH",11057,CLT,"Charlotte, NC",709,701.0,-8.0,20.0,721.0,822.0,49.0,846,911.0,25.0,0.0,,0.0,N,97.0,130.0,61.0,1.0,347.0,0.0,0.0,25.0,0.0,0.0,,,,
4946,2019-02-01,DL,DL_CODESHARE,DL,3705,OO,N426SW,3705,11433,DTW,"Detroit, MI",12884,LAN,"Lansing, MI",1215,1357.0,102.0,15.0,1412.0,1431.0,2.0,1316,1433.0,77.0,0.0,,0.0,N,61.0,36.0,19.0,1.0,74.0,0.0,0.0,0.0,0.0,77.0,,,,
4947,2019-08-15,DL,DL,DL,604,DL,N357NW,604,14492,RDU,"Raleigh/Durham, NC",10721,BOS,"Boston, MA",1700,1724.0,24.0,10.0,1734.0,1851.0,41.0,1909,1932.0,23.0,0.0,,0.0,N,129.0,128.0,77.0,1.0,612.0,7.0,0.0,0.0,0.0,16.0,,,,
4948,2019-07-11,NK,NK,NK,740,NK,N640NK,740,11298,DFW,"Dallas/Fort Worth, TX",11697,FLL,"Fort Lauderdale, FL",1241,1248.0,7.0,20.0,1308.0,1641.0,7.0,1640,1648.0,8.0,0.0,,0.0,N,179.0,180.0,153.0,1.0,1119.0,,,,,,,,,
4949,2019-10-28,G4,G4,G4,1215,G4,255NV,1215,10431,AVL,"Asheville, NC",14112,PIE,"St. Petersburg, FL",1132,1145.0,13.0,12.0,1157.0,1320.0,4.0,1310,1324.0,14.0,0.0,,0.0,N,98.0,99.0,83.0,1.0,519.0,,,,,,,,,
4950,2018-12-14,DL,DL_CODESHARE,DL,3424,9E,N916XJ,3424,10397,ATL,"Atlanta, GA",15919,XNA,"Fayetteville, AR",1519,1533.0,14.0,19.0,1552.0,1615.0,6.0,1624,1621.0,-3.0,0.0,,0.0,N,125.0,108.0,83.0,1.0,589.0,,,,,,,,,
4951,2018-02-23,AA,AA,AA,1292,AA,N9628W,1292,11298,DFW,"Dallas/Fort Worth, TX",15370,TUL,"Tulsa, OK",1244,1322.0,38.0,14.0,1336.0,1411.0,6.0,1349,1417.0,28.0,0.0,,0.0,N,65.0,55.0,35.0,1.0,237.0,1.0,0.0,0.0,0.0,27.0,,,,
4952,2019-09-03,AA,AA_CODESHARE,AA,5123,OH,N602NN,5123,12323,ILM,"Wilmington, NC",11057,CLT,"Charlotte, NC",1806,1836.0,30.0,23.0,1859.0,1933.0,2.0,1920,1935.0,15.0,0.0,,0.0,N,74.0,59.0,34.0,1.0,185.0,0.0,0.0,0.0,0.0,15.0,,,,
4953,2018-07-10,DL,DL,DL,2710,DL,N910AT,2710,13360,MLB,"Melbourne, FL",10397,ATL,"Atlanta, GA",1759,1751.0,-8.0,20.0,1811.0,1915.0,5.0,1947,1920.0,-27.0,0.0,,0.0,N,108.0,89.0,64.0,1.0,442.0,,,,,,,,,
4954,2018-03-30,DL,DL_CODESHARE,DL,4684,OO,N809CA,4684,11433,DTW,"Detroit, MI",10469,AZO,"Kalamazoo, MI",825,820.0,-5.0,24.0,844.0,910.0,3.0,923,913.0,-10.0,0.0,,0.0,N,58.0,53.0,26.0,1.0,113.0,,,,,,,,,
4955,2019-07-04,UA,UA_CODESHARE,UA,4139,EV,N12167,4139,13377,MLU,"Monroe, LA",12266,IAH,"Houston, TX",530,522.0,-8.0,15.0,537.0,638.0,8.0,639,646.0,7.0,0.0,,0.0,N,69.0,84.0,61.0,1.0,262.0,,,,,,,,,
4956,2019-07-15,DL,DL_CODESHARE,DL,4784,OO,N418SW,4784,14633,RST,"Rochester, MN",13487,MSP,"Minneapolis, MN",1805,2049.0,164.0,15.0,2104.0,2212.0,15.0,1906,2227.0,201.0,0.0,,0.0,N,61.0,98.0,68.0,1.0,76.0,0.0,0.0,201.0,0.0,0.0,1827.0,51.0,51.0,
4957,2019-08-11,DL,DL_CODESHARE,DL,3356,9E,N833AY,3356,11433,DTW,"Detroit, MI",15412,TYS,"Knoxville, TN",1005,1005.0,0.0,42.0,1047.0,1153.0,5.0,1142,1158.0,16.0,0.0,,0.0,N,97.0,113.0,66.0,1.0,443.0,0.0,0.0,16.0,0.0,0.0,,,,
4958,2019-11-06,UA,UA,UA,373,UA,N850UA,373,14107,PHX,"Phoenix, AZ",11292,DEN,"Denver, CO",1655,1719.0,24.0,10.0,1729.0,1852.0,16.0,1841,1908.0,27.0,0.0,,0.0,N,106.0,109.0,83.0,1.0,602.0,0.0,0.0,27.0,0.0,0.0,,,,
4959,2018-01-08,G4,G4,G4,457,G4,887GA,457,11775,FSD,"Sioux Falls, SD",12889,LAS,"Las Vegas, NV",2055,2119.0,24.0,8.0,2127.0,2205.0,5.0,2152,2210.0,18.0,0.0,,0.0,N,177.0,171.0,158.0,1.0,1104.0,5.0,0.0,0.0,0.0,13.0,,,,
4960,2018-02-24,AA,AA,AA,668,AA,N509AY,668,14100,PHL,"Philadelphia, PA",14107,PHX,"Phoenix, AZ",840,836.0,-4.0,25.0,901.0,1206.0,5.0,1220,1211.0,-9.0,0.0,,0.0,N,340.0,335.0,305.0,1.0,2075.0,,,,,,,,,
4961,2019-10-14,WN,WN,WN,1209,WN,N265WN,1209,14679,SAN,"San Diego, CA",14831,SJC,"San Jose, CA",2055,2051.0,-4.0,14.0,2105.0,2206.0,3.0,2220,2209.0,-11.0,0.0,,0.0,N,85.0,78.0,61.0,1.0,417.0,,,,,,,,,
4962,2018-07-19,WN,WN,WN,571,WN,N7716A,571,14893,SMF,"Sacramento, CA",14747,SEA,"Seattle, WA",1800,2013.0,133.0,12.0,2025.0,2151.0,13.0,1945,2204.0,139.0,0.0,,0.0,N,105.0,111.0,86.0,1.0,605.0,125.0,0.0,6.0,0.0,8.0,,,,
4963,2019-02-28,UA,UA,UA,1816,UA,N77538,1816,13930,ORD,"Chicago, IL",11618,EWR,"Newark, NJ",2132,2130.0,-2.0,15.0,2145.0,11.0,9.0,28,20.0,-8.0,0.0,,0.0,N,116.0,110.0,86.0,1.0,719.0,,,,,,,,,
